Bin_ID,ELectoral_Area,Bin_Type,Irish_X,Irish_Y
WMS4505,MERCHANTS QUAY C,Cast Iron,314303.38013530854,233302.39671088353
WMS1274,NORTH DOCK C,Bigbelly Bin,317192.6717763621,234550.45011254682
WMS2858,BALLYBOUGH A,Class B,317009.5630166289,235922.63001075436
WMS4020,BALLYGALL A,Cast Iron,313165.084246833,239008.82255326823
WMS1641,DRUMCONDRA SOUTH B,Dog Bin,316429.9767588855,236106.0629880075
WMS3512,BALLYMUN C,Class B,316031.7917139322,239307.20113879046
WMS5177,BALLYMUN E,Class B,314908.306522676,239325.4316187845
WMS4029,KILMORE A,Cast Iron,317707.9027625334,240300.30329278167
WMS1832,ROYAL EXCHANGE A,Class A,315386.0752166356,234015.23095764246
WMS1177,SAINT KEVIN'S,Class A,316126.3324802469,233155.35167179778
WMS0224,NORTH CITY,Class A,315897.7413122092,234746.0082484666
WMS5200,RAHENY-St. ASSAM,Class B,322376.4207672543,238223.6737736419
WMS1791,CLONTARF EAST A,Bigbelly Bin,321343.0925573894,238194.18776061886
WMS3850,CHAPELIZOD,Class B,310133.34870049753,233718.90218127356
WMS3688,BALLYGALL B,Class B,313771.3926857658,238769.1276967368
WMS0535,KIMMAGE C,Class A,313935.7780043031,231288.14382928345
WMS2754,CABRA EAST B,Class B,314296.2154930263,235893.20545769428
WMS0469,ROYAL EXCHANGE A,Class A,315486.092468164,234005.0795063134
WMS0179,NORTH CITY,Class A,316046.50085206935,234552.64951303214
WMS2302,KILMORE A,Class B,317819.0166065738,239766.7331392827
WMS4562,CARNA,Cast Iron,309241.6239382619,233725.18805598022
WMS4606,RATHMINES EAST A,Cast Iron,316212.6060357011,232481.6685358966
WMS1992,CLONTARF EAST D,Class A,318959.3929332249,235946.692380234
WMS1753,MANSION HOUSE B,Class A,315982.94989511336,233917.5331994241
WMS3061,PEMBROKE WEST B,Class B,317626.5595616058,232766.2679169529
WMS3719,CABRA EAST C,Class B,313936.16457346984,235900.61774415823
WMS4233,MOUNTJOY B,Cast Iron,316554.28441145393,235481.3439063486
WMS0124,MOUNTJOY A,Class A,316468.431811627,234920.3234206798
WMS3039,PEMBROKE EAST A,Class B,318438.0118289624,233482.0191001465
WMS5010,CLONTARF EAST D,Class B,318920.3728193205,236009.52960273187
WMS2517,CLONTARF WEST A,Class B,319598.05486496515,237526.98483398018
WMS3951,GRACE PARK,Class B,317304.9860209157,237884.53263226838
WMS3893,PEMBROKE EAST E,Class B,318522.0073174626,231936.1840694138
WMS2267,BEAUMONT B,Class B,317820.09374529903,238715.27320170266
WMS0505,MERCHANTS QUAY E,Class A,314744.654501389,232632.7571619767
WMS3888,WOOD QUAY B,Class B,315040.986132009,232697.5107534516
WMS3334,WALKINSTOWN B,Class B,311171.22571264184,231001.27969380846
WMS1I881,BALLYMUN C,Class A,315541.3256743413,239841.9939183486
WMS2081,BALLYMUN F,Class B,314408.5676947383,239663.0157260244
WMS5015,CLONTARF EAST B,Class B,321659.80757580634,236758.43348055307
WMS4391,SOUTH DOCK,Cast Iron,317034.87420317356,233469.05635678893
WMS1721,BOTANIC A,Bigbelly Bin,315245.6254353217,237124.246425
WMS1644,BALLYGALL D,Dog Bin,314446.6454211611,238121.49329374835
WMS4230,MOUNTJOY B,Cast Iron,316266.3939886833,235280.09544691103
WMS4561,DRUMFINN,Cast Iron,309393.9771250299,233723.26741195348
WMS2176,BALLYMUN B,Class B,314465.40134008665,240454.15536781435
WMS3870,PEMBROKE WEST A,Class B,317420.88645328465,233429.9369332295
WMS4154,NORTH DOCK A,Cast Iron,317484.0075557219,235739.0349820453
WMS3738,CRUMLIN C,Class B,314094.2538358246,232473.22389019866
WMS3713,BALLYMUN C,Class B,315779.6612083181,239680.95466118073
WMS4718,CHAPELIZOD,Cast Iron,310296.7392989648,234355.66104740056
WMS2725,CABRA WEST C,Class B,313399.4496194579,235927.56378449433
WMS5289,BALLYBOUGH A,Class B,317249.2578700275,235868.5604123305
WMS5198,GRANGE A,Class B,321293.7701183411,240657.63173712022
WMS3914,BEAUMONT E,Class B,318217.2794457296,237878.62167068134
WMS3232,RATHMINES WEST F,Class B,315364.9377741049,231557.70829508288
WMS3413,KILMAINHAM B,Class B,311680.26057624264,233609.0506125594
WMS1579,MOUNTJOY A,Bigbelly Bin,316408.1549290059,234813.0371197824
WMS1444,SAINT KEVIN'S,Class A,315594.70259041275,233129.71055473687
WMS2865,INNS QUAY A,Class B,315333.73308856133,235839.2393065855
WMS1869,NORTH CITY,Bigbelly Bin,316075.18415785016,234726.3443890337
WMS0703,SAINT KEVIN'S,Class A,315759.33781623165,232972.49949373657
WMS2511,CLONTARF EAST A,Class B,320315.6368898985,237673.42334315687
WMS1073,CLONTARF WEST B,Bigbelly Bin,318676.1116520803,237536.62842416472
WMS0849,MANSION HOUSE A,Class A,316890.74922335276,233992.11339427606
WMS3794,FINGLAS SOUTH A,Class B,312322.01038961334,238544.7111003836
WMS3829,EDENMORE,Class B,320706.9940118658,239192.0578346372
WMS5321,BALLYGALL D,Class B,314746.9519956054,238217.94507700624
WMS1577,MOUNTJOY A,Bigbelly Bin,316443.6006798822,234835.09734817958
WMS0045,ROTUNDA A,Class A,316093.77816884744,235154.06380054122
WMS0829,MANSION HOUSE A,Class A,316058.07661502715,234282.15309509245
WMS1660,BALLYMUN B,Dog Bin,315160.58794935356,240292.46644547876
WMS1430,NORTH CITY,Class A,315771.68231096084,234675.71293746156
WMS2838,GRANGE D,Class B,321473.7260703184,238486.6748904233
WMS5051,WHITEHALL D,Class B,316605.38371415355,237736.96892425464
WMS3326,CRUMLIN D,Class B,313320.29008067143,232357.51467096608
WMS3960,HARMONSTOWN A,Class B,319760.950862124,238565.32166823352
WMS1382,BOTANIC C,Bigbelly Bin,315097.78764565993,236291.62255235435
WMS4040,BEAUMONT B,Cast Iron,318309.61294168734,238629.27140256538
WMS1448,INNS QUAY C,Class A,315017.5058694086,234695.04909838625
WMS1889,SAINT KEVIN'S,Class A,315652.9520875989,232739.0287015905
WMS1970,ROYAL EXCHANGE B,Class A,315948.96643526864,233818.63231598298
WMS3664,FINGLAS NORTH B,Class B,312511.7843026669,239699.0583224072
WMS3501,CABRA EAST A,Class B,314777.30670912686,235991.8633982319
WMS5275,TERENURE B,Class B,314513.5892265334,230707.4271718035
WMS2983,SAINT KEVIN'S,Class B,315447.34203250764,232598.8439000335
WMS1845,DRUMCONDRA SOUTH C,Class B,315974.68198926863,236920.22185366435
WMS4209,MOUNTJOY B,Cast Iron,316076.0215055912,235542.25881559507
WMS1938,ASHTOWN A,Dog Bin,311713.822459445,237083.6511947635
WMS0142,PEMBROKE EAST D,Class A,319006.61542280414,231194.2637275303
WMS4188,ARRAN QUAY B,Cast Iron,314401.8936609889,234801.3277317711
WMS5266,CLONTARF WEST C,Class B,319038.2235263282,236787.31434531836
WMS0555,ROYAL EXCHANGE A,Class A,315648.85576937825,234021.52970152677
WMS3516,CABRA EAST A,Class B,313658.80653108086,237255.23671741167
WMS0105,NORTH CITY,Class A,316316.73542938207,234702.12011506068
WMS4370,SOUTH DOCK,Cast Iron,316945.87805498415,233017.50828997648
WMS0717,SAINT KEVIN'S,Class A,315602.46732370305,233059.99403643227
WMS1441,CLONTARF EAST B,Bigbelly Bin,320941.2458458379,236458.6984470242
WMS0416,NORTH CITY,Class A,315945.105582376,234941.4104808935
WMS1750,ASHTOWN B,Bigbelly Bin,311173.36369011446,236982.50825374466
WMS0035,ROTUNDA A,Class A,315958.7008490271,235079.49142460155
WMS3528,WHITEHALL B,Class B,316832.1582973656,238931.36076925602
WMS3922,DRUMCONDRA SOUTH C,Class B,316209.9968408726,236828.62076087052
WMS3723,PEMBROKE WEST A,Class B,317756.8431623597,233311.19699441566
WMS1033,NORTH CITY,Class A,315992.4089007918,234908.82110478118
WMS0051,CLONTARF EAST B,Class A,320553.43486031727,235716.92860829516
WMS0096,INNS QUAY B,Class A,315613.0518843727,235481.18984044032
WMS1365,CLONTARF EAST D,Bigbelly Bin,319519.5861098345,237125.5868127671
WMS0071,ARRAN QUAY D,Class A,313592.72253913037,234450.97095072264
WMS4219,ROTUNDA A,Cast Iron,315688.2136734638,235213.78640767213
WMS0217,NORTH CITY,Class A,315949.02770331956,234560.42219408578
WMS4115,GRACE PARK,Cast Iron,317496.09951692156,237463.5922277587
WMS0683,MANSION HOUSE B,Class A,316116.9734771088,233183.91873982042
WMS1317,WHITEHALL C,Class A,316731.66499331733,239572.7737912864
WMS4092,MOUNTJOY A,Cast Iron,316635.9597929804,235217.75621868792
WMS3904,WHITEHALL C,Class B,316814.68774881965,240036.46107021312
WMS2966,PEMBROKE WEST A,Class B,317517.8419423908,233574.21895708214
WMS5312,KIMMAGE C,Class B,313979.1399528892,231263.78059781523
WMS1354,BALLYMUN D,Bigbelly Bin,315503.6656557737,239124.15406724956
WMS1009,ROTUNDA B,Class A,315794.477218108,234974.4372452305
WMS4354,SAINT KEVIN'S,Cast Iron,316079.4324502535,233006.0894590255
WMS3579,BEAUMONT D,Class B,318515.7936849322,238361.0212462441
WMS1142,ROYAL EXCHANGE A,Bigbelly Bin,315876.152364035,234297.37395749002
WMS1557,NORTH CITY,Class A,315716.6901533151,234328.72795501887
WMS0108,MOUNTJOY A,Class A,316357.67602473206,234658.69771545214
WMS1110,NORTH CITY,Bigbelly Bin,315436.62830910576,234238.7803004023
WMS1344,WALKINSTOWN C,Bigbelly Bin,312247.0519105615,231311.65841858202
WMS3900,PEMBROKE EAST B,Class B,318463.3896039777,233294.63884766388
WMS0315,NORTH CITY,Class A,315367.4238086488,234426.97168062464
WMS3847,INCHICORE A,Class B,311713.66350877605,233216.32070795185
WMS0101,INNS QUAY A,Class A,315888.96827257075,235950.1029987016
WMS3536,PEMBROKE WEST B,Class B,317774.4447838697,231435.1634037537
WMS1657,BALLYGALL A,Dog Bin,313696.1461764946,238435.89850815828
WMS3950,ASHTOWN A,Class B,311039.90821187466,237356.96434668923
WMS4327,MANSION HOUSE B,Cast Iron,316375.7686816238,233369.9545000529
WMS3666,FINGLAS NORTH A,Class B,312146.528163836,239041.81705794626
WMS2250,KILMORE A,Class B,317742.8831043112,240060.74165756587
WMS3759,KIMMAGE C,Class B,314674.33375212416,231795.39506984514
WMS5174,FINGLAS SOUTH A,Class B,312310.4798548616,238564.37959128816
WMS2726,CABRA EAST A,Class B,315045.5065131373,235954.45378695137
WMS0562,ROYAL EXCHANGE A,Class A,315612.12827933114,233794.78239675707
WMS0338,ROTUNDA B,Class A,315363.0387373817,234683.04453526004
WMS3523,ARRAN QUAY A,Class B,314948.3886035184,235864.54286722228
WMS1173,RATHMINES EAST D,Bigbelly Bin,316300.9160025495,231940.51085645732
WMS4439,PEMBROKE EAST B,Cast Iron,318931.37395551236,232826.9703740056
WMS5037,CLONTARF EAST E,Class B,320033.2586755409,237577.17965771392
WMS5052,WHITEHALL A,Class B,316521.56470207055,237643.5779573008
WMS1995,CLONTARF EAST C,Class A,320107.61843733484,235763.27694820383
WMS3833,GRANGE C,Class B,322212.697071299,239405.46794184478
WMS0139,BALLYMUN C,Class A,315634.32444793626,239935.63732766046
WMS0063,CLONTARF EAST B,Class A,321574.46902975853,236588.61938336934
WMS0808,MANSION HOUSE B,Class A,315924.67896612664,233708.9557392485
WMS5131,INCHICORE A,Class B,311539.13247718906,233009.35190695518
WMS5345,SOUTH DOCK,Bigbelly Bin,317499.33426942694,233515.7292324187
WMS4445,PEMBROKE WEST B,Cast Iron,317864.0326972452,232408.209064908
WMS3381,MERCHANTS QUAY A,Class B,314977.587507681,234028.19106210177
WMS4424,SAINT KEVIN'S,Cast Iron,316176.32554560655,232766.87064942374
WMS1092,ARRAN QUAY C,Bigbelly Bin,314738.75919107243,234628.65658023048
WMS4038,BEAUMONT B,Cast Iron,318187.5811398981,238663.58534333782
WMS2578,GRACE PARK,Class B,317177.2650246114,237584.1034114366
WMS3630,DRUMCONDRA SOUTH B,Class B,316818.8098200083,236060.90965667245
WMS2498,RAHENY-St. ASSAM,Class B,321630.9145583421,238314.23092326967
WMS2025,FINGLAS NORTH C,Class B,313436.1661661107,239561.24219624282
WMS1503,WHITEHALL C,Class A,316761.70110730175,239754.71849339345
WMS2513,CLONTARF EAST E,Class B,320120.27459684224,237605.07607353272
WMSE819,INNS QUAY C,Class B,315125.5322316488,234721.011710421
WMS0079,NORTH DOCK C,Class A,317028.8675847639,235328.8220660586
WMS3059,PEMBROKE WEST B,Class B,318006.0500613868,232962.2893509588
WMS0853,MANSION HOUSE A,Class A,316051.4711889576,234316.4926122146
WMS1731,ARRAN QUAY C,Bigbelly Bin,314724.0031986585,234590.92156863568
WMS3287,ARRAN QUAY B,Class B,314829.4231506887,234738.56530854816
WMS3785,RAHENY-GREENDALE,Class B,323300.343748222,238988.19339160455
WMS0653,ROYAL EXCHANGE B,Class A,315767.99829927203,233657.05628335086
WMS5308,RATHMINES EAST B,Class B,316846.1413320669,231579.1020040264
WMS3642,KIMMAGE B,Class B,313614.09481554915,231747.3912009793
WMS4390,SOUTH DOCK,Cast Iron,317188.58304109,233370.75459774345
WMS2293,BEAUMONT D,Class B,318752.2189944227,238561.9454418053
WMS1573,PRIORSWOOD C,Class B,320103.1596550197,240550.56759217646
WMS1327,GRANGE C,Class A,321963.6701273316,239506.19126522087
WMS0331,NORTH CITY,Class A,315406.218095017,234674.6817203977
WMS0249,NORTH CITY,Class A,315952.456581697,234420.7051207557
WMS2303,KILMORE A,Class B,317808.6182630502,239783.66868236475
WMS3236,RATHFARNHAM,Class B,314485.6424292898,229899.16204699752
WMS3749,NORTH DOCK B,Class B,317748.572602883,235028.35527626603
WMS3140,RATHMINES EAST A,Class B,316392.4956564847,231915.19203387137
WMS4114,WHITEHALL A,Cast Iron,315973.0589224493,237752.19238851863
WMS5203,PEMBROKE EAST D,Class B,317796.07424663863,230816.7493780578
WMS0383,ROYAL EXCHANGE B,Class A,315788.316663628,233695.97534158736
WMS4406,MANSION HOUSE A,Cast Iron,316472.4797273287,234232.79257021294
WMS4161,MANSION HOUSE B,Cast Iron,316522.2760081161,233311.45093535204
WMS0463,ROYAL EXCHANGE A,Class A,315442.5171353918,233979.93815775428
WMS5244,INNS QUAY C,Class B,315055.8144341483,234342.13133140444
WMS1005,ROTUNDA B,Class A,315676.61435195256,234868.5290357369
WMS4634,KILMAINHAM B,Cast Iron,312717.50149517483,234131.58755173144
WMS0951,RATHMINES WEST C,Class A,315621.5933085406,231586.84482026508
WMS1085,ARRAN QUAY C,Bigbelly Bin,314676.93795995385,234339.2391281719
WMS3402,INCHICORE A,Class B,311772.09601512965,233280.5218759595
WMS5225,WHITEHALL B,Class B,315970.3004908577,239042.07488146145
WMS2085,BALLYGALL D,Class B,314168.88225555577,238420.45781269245
WMS4041,BEAUMONT B,Cast Iron,318378.2077320245,238613.87968885552
WMS1805,MOUNTJOY A,Bigbelly Bin,316405.0630357914,234819.80268990778
WMS0812,MANSION HOUSE B,Class A,316174.24329805956,233871.9877725758
WMS0230,NORTH CITY,Class A,315805.2821646702,234953.98587472845
WMS5057,KILMORE C,Class B,319045.99142968986,239922.29691413586
WMS5181,BALLYMUN F,Class B,313987.58380544034,239626.18400659936
WMS3804,WHITEHALL D,Class B,317152.0863150816,238461.6365241644
WMS4747,CLONTARF WEST A,Class A,319491.4879028511,238131.5984973071
WMS0920,PEMBROKE WEST C,Bigbelly Bin,317055.39353317546,232788.80048132094
WMS2352,KILMORE C,Class B,319657.015983291,239745.6183457731
WMS0089,ROTUNDA A,Class A,315749.5598961835,235649.92264959947
WMS4509,MERCHANTS QUAY C,Cast Iron,314891.12498188514,233443.64059011824
WMS1030,ROTUNDA A,Class A,315958.3496848072,235025.5278963385
WMS0430,INNS QUAY C,Class A,314943.51030493854,234200.8280586474
WMS0925,PEMBROKE WEST C,Bigbelly Bin,317003.1189257555,232910.36260943787
WMS1752,WOOD QUAY A,Bigbelly Bin,315263.2810029575,233915.68331474447
WMS3761,INNS QUAY C,Class B,315196.82899764105,234754.73612780767
WMS1818,NORTH CITY,Bigbelly Bin,316120.55593933497,234740.84522216168
WMS4535,DRUMFINN,Cast Iron,309706.15407042345,233702.46209255295
WMS1784,CLONTARF EAST A,Bigbelly Bin,322106.1514067041,237602.8988430084
WMS4563,ARRAN QUAY C,Cast Iron,313886.41998269735,234379.87324246467
WMS1797,WHITEHALL C,Bigbelly Bin,316777.2234266991,239861.44022884243
WMS2109,BALLYMUN E,Class B,315148.9332329369,239219.72540954084
WMS5114,PEMBROKE WEST A,Class B,317667.2249470995,233340.42454028226
WMS3963,CABRA EAST C,Class B,313788.92067891837,235902.37125605016
WMS4631,BALLYGALL A,Cast Iron,313152.200738781,239023.5534895869
WMS3979,KIMMAGE C,Class B,314267.80442452605,231366.8879014671
WMS3461,BALLYGALL D,Class B,314702.24007504055,238279.627151782
WMS2322,BEAUMONT E,Class B,318652.3408980992,237663.7760749975
WMS3871,NORTH DOCK B,Class B,317602.91777473426,234806.41634249847
WMS0328,ROTUNDA B,Class A,315454.92709765234,234716.88653723494
WMS0356,NORTH CITY,Class A,315392.62282123545,234323.08992542574
WMS4630,CABRA WEST D,Cast Iron,312821.2881551752,235665.80651068868
WMS3929,FINGLAS SOUTH A,Class B,312426.8034223119,238596.9443617804
WMS5219,FINGLAS NORTH A,Class B,312398.5481276335,239656.41838119575
WMS3861,ASHTOWN A,Class B,312340.4934312998,236459.0636643912
WMS4099,RAHENY-St. ASSAM,Cast Iron,321546.7060109678,238205.5622589053
WMS4690,INNS QUAY C,Cast Iron,315188.95813402976,234976.7887319378
WMS1291,MANSION HOUSE A,Bigbelly Bin,316995.2300480566,234313.2092265054
WMS0056,CLONTARF EAST B,Class A,320930.0529283093,235892.10204837908
WMS5341,SOUTH DOCK,Bigbelly Bin,317535.5101383644,233846.60221374282
WMS4577,USHERS C,Cast Iron,314309.79168485454,233917.95963144634
WMS1286,NORTH DOCK C,Bigbelly Bin,316549.0816122751,234692.80783117365
WMS1507,NORTH CITY,Class A,315494.77908165276,234479.82307010973
WMS0424,INNS QUAY C,Class A,315207.390290725,234203.23324796022
WMS5166,KIMMAGE D,Class B,313801.3853144299,231015.61996971612
WMS3500,CABRA WEST B,Class B,313261.5864787087,236563.94882965405
WMS1060,RATHMINES EAST C,Class A,316578.17087662267,230207.52948325532
WMS4191,ARRAN QUAY C,Cast Iron,314449.00857167423,234496.05600856486
WMS1974,ROYAL EXCHANGE B,Class A,315891.36414803856,233891.74137679432
WMS1874,ROYAL EXCHANGE B,Bigbelly Bin,315727.60833366105,233839.51427790523
WMS4375,MANSION HOUSE B,Cast Iron,316811.1962883293,233491.70150366018
WMS3800,RATHMINES EAST D,Class B,316755.78999021545,231661.17879742346
WMS1546,ROYAL EXCHANGE B,Class A,315570.41462203325,233573.27426913672
WMS0532,ROYAL EXCHANGE A,Class A,315736.61746214447,234258.03003945763
WMS4384,MANSION HOUSE A,Cast Iron,316610.5304904421,233704.7175180971
WMS2145,WHITEHALL A,Class B,315517.2507099493,238716.8239158505
WMS1952,CLONTARF WEST A,Bigbelly Bin,319477.812279919,238361.9529297298
WMS4728,MOUNTJOY B,Cast Iron,316512.1669503719,235444.401893997
WMS0493,ROYAL EXCHANGE A,Class A,315501.3963371484,234042.99233788493
WMS1568,NORTH CITY,Class A,315887.15255912486,234388.42400479675
WMS4102,RAHENY-St. ASSAM,Cast Iron,321940.53958954563,238173.88301699288
WMS4746,CLONTARF EAST E,Class A,319764.09217164136,237378.40897836193
WMS2955,INNS QUAY C,Class B,315195.56895891397,234288.0579342814
WMS5086,BALLYMUN F,Class B,314139.8544316563,239452.1810758151
WMS5152,TERENURE A,Class B,314607.9997890596,230918.86525112667
WMS5135,INCHICORE A,Class B,311719.1734047076,233243.9736763944
WMS5208,KIMMAGE E,Class B,312274.31334385026,230827.0076887184
WMS5091,WHITEHALL C,Class B,317088.7037235319,239881.11358959775
WMS1902,NORTH CITY,Class A,315456.6932249246,234670.2234819063
WMS1101,MERCHANTS QUAY F,Bigbelly Bin,313991.04374165705,232974.74800514037
WMS3872,NORTH DOCK B,Class B,317499.2473669586,234775.98359566572
WMS3694,BALLYGALL B,Class B,314227.48833402165,239001.1260494431
WMS1736,MERCHANTS QUAY A,Class A,314705.84593566385,234186.84425384924
WMS1039,MANSION HOUSE A,Class A,315986.5682373569,234054.76397607962
WMS4700,ROYAL EXCHANGE A,Cast Iron,315373.9393279691,233829.16135483494
WMS0674,MANSION HOUSE B,Class A,316166.863346821,233478.9206086071
WMS4139,BALLYBOUGH A,Cast Iron,316657.60036227293,235544.12925349514
WMS1246,SOUTH DOCK,Bigbelly Bin,317234.8862728615,234231.41780668614
WMS1865,ARRAN QUAY B,Class A,314012.81861192925,235421.37182295433
WMS4335,SOUTH DOCK,Cast Iron,316787.1720742691,233153.8245565202
WMS3880,BEAUMONT A,Class B,317562.255141556,238764.0529234798
WMS5327,BALLYBOUGH A,Class B,317052.2323882956,235577.0513480584
WMS4734,RATHFARNHAM,Class B,314652.57140731724,230252.6139084968
WMS3015,PEMBROKE WEST A,Class B,317842.4631443621,233755.0328751764
WMS2583,CLONTARF WEST D,Class B,317672.4784463981,236314.39920273406
WMS4104,CLONTARF EAST A,Cast Iron,321143.6374659755,238076.53911912284
WMS2146,WHITEHALL A,Class B,315648.49091926514,238623.96319124426
WMS2464,GRANGE D,Class B,321774.7929132602,239230.94996308835
WMS1061,ROYAL EXCHANGE B,Class A,315968.85136095644,233890.08402869577
WMS5120,KILMORE C,Class B,319024.26493725064,239687.99906703623
WMS0824,MANSION HOUSE A,Class A,316122.852265175,233903.4875589048
WMS3751,CLONTARF EAST C,Class B,320182.3304708183,236388.1081193697
WMS5059,BEAUMONT F,Class B,318177.9148327267,238497.0138112823
WMS0067,BOTANIC C,Class A,316000.0380287492,236152.08965982913
WMS1618,SAINT KEVIN'S,Class A,315567.976889651,232737.75556074816
WMS5305,USHERS F,Class B,313182.442610554,233619.1125280872
WMS2080,BALLYMUN F,Class B,314344.2469153231,239573.26188053246
WMS1469,SOUTH DOCK,Bigbelly Bin,317291.43087003694,233909.1983235331
WMS4385,MANSION HOUSE B,Cast Iron,316739.2658669496,233613.41486575917
WMS1132,ROYAL EXCHANGE A,Bigbelly Bin,315934.12308630097,234230.0461458221
WMS3117,RATHMINES EAST B,Class B,317278.17574058106,231907.4046789487
WMS1602,DRUMCONDRA SOUTH A,Class A,316663.4688710594,236945.40323892186
WMS3171,RATHFARNHAM,Class B,316015.41838600044,230372.20944393158
WMS5316,BALLYMUN C,Class B,316018.00709573604,240114.5879908519
WMS1231,NORTH CITY,Class A,315798.03513345285,234636.71261943263
WMS3765,CABRA WEST B,Class B,313609.74348745507,236536.20805418835
WMS0862,MERCHANTS QUAY D,Class A,314883.90180557856,233236.2778016217
WMS4554,DRUMFINN,Cast Iron,309526.22218327393,233716.11505992204
WMS3865,PEMBROKE EAST E,Class B,317922.01027273864,232540.239428203
WMS1908,SAINT KEVIN'S,Class A,315462.8472708762,232454.93384643548
WMS4645,NORTH CITY,Cast Iron,316299.7994623945,234742.90234312075
WMS0798,MANSION HOUSE A,Class A,316608.73356356047,233795.33060266075
WMS1067,WHITEHALL C,Bigbelly Bin,316786.3016450563,239899.43642651866
WMS4556,KYLEMORE,Cast Iron,309548.7734700293,233688.87897397013
WMS1162,SAINT KEVIN'S,Bigbelly Bin,316437.96168199053,232711.77556080002
WMS2533,CLONTARF WEST B,Class B,318666.140803746,237481.4370653975
WMS0401,NORTH CITY,Class A,315719.8260453853,234305.43095762108
WMS3985,CABRA EAST B,Class B,313919.24400135904,235905.9154615162
WMS3060,PEMBROKE WEST A,Class B,317617.8304053473,232796.47772772127
WMS1550,RATHMINES WEST E,Class B,315145.0618801441,230614.44274380532
WMS4663,MERCHANTS QUAY B,Cast Iron,315029.84771216626,233509.6474323168
WMS1629,DRUMCONDRA SOUTH A,Dog Bin,317141.1121616113,236131.31229445356
WMS2897,NORTH DOCK B,Class B,317767.41232474876,234737.17778529495
WMS1185,BALLYBOUGH A,Bigbelly Bin,316953.1997194255,235844.1871774588
WMS1582,SAINT KEVIN'S,Class B,315544.3921838856,232912.80359335855
WMS4526,DRUMFINN,Cast Iron,309873.31549925066,233700.43104699694
WMS2648,CLONTARF EAST B,Class B,320160.0366531525,235868.46740305287
WMS1233,SOUTH DOCK,Bigbelly Bin,317386.33536631573,234272.334794485
WMS3418,CHAPELIZOD,Class B,310697.71396169893,233742.64152436992
WMS1516,SAINT KEVIN'S,Class A,315808.132830266,232922.2457886138
WMS0057,CLONTARF WEST D,Class A,318734.44422864437,236082.94267708805
WMS5249,TERENURE B,Class B,313470.8664004252,230390.2350167559
WMS2038,FINGLAS SOUTH A,Class B,312111.58401980076,239047.6848818482
WMS1360,KILMORE C,Bigbelly Bin,318865.7241167162,239798.26789088637
WMS0932,PEMBROKE WEST C,Bigbelly Bin,316786.38010744535,232871.91991183156
WMS2692,BOTANIC A,Class B,314960.53169349255,237644.68625380108
WMS3068,PEMBROKE EAST A,Class B,318354.6057082009,233639.64155436077
WMS0001,BALLYMUN D,Class A,315523.81127603306,239522.17848823327
WMS0614,ROYAL EXCHANGE B,Class A,315856.0926161261,233588.30045334838
WMS1293,MANSION HOUSE A,Bigbelly Bin,316942.93459836097,234317.62835803223
WMS0851,MANSION HOUSE A,Class A,316373.8408490352,234149.14696387158
WMS0597,ROYAL EXCHANGE B,Class A,315691.1818778331,233594.2133046951
WMS3510,AYRFIELD,Class B,320838.7335508714,240362.15844292237
WMS0504,NORTH CITY,Class A,315819.33704291185,234642.57980156367
WMS1982,ASHTOWN A,Class A,312000.4893824171,236707.47769666844
WMS4568,KILMAINHAM A,Cast Iron,310966.023675054,233596.23043007188
WMS2780,CABRA WEST D,Class B,313335.8835317607,235903.1215669557
WMS3832,GRANGE D,Class B,321813.3131133786,239278.4663307693
WMS3744,WHITEHALL A,Class B,316810.38518586644,238204.04999198654
WMS5298,BALLYGALL B,Class B,314366.5644664804,238474.2009705007
WMS0773,PEMBROKE EAST E,Class A,318302.8629312156,232459.66925932854
WMS3935,MOUNTJOY B,Class B,316277.5556040781,235587.19192280713
WMS3472,BALLYGALL C,Class B,314612.3476172812,238581.3136096127
WMS5077,BOTANIC B,Class B,316109.9727872853,236411.2577734166
WMS1494,NORTH CITY,Class A,315650.87699826807,234531.5529306222
WMS5013,CLONTARF EAST B,Class B,320287.13391432236,235717.3593632931
WMS0678,MANSION HOUSE B,Class A,316234.3050023542,233420.49497849037
WMS4762,INNS QUAY C,Class B,314952.6850740881,234434.14596362328
WMS1192,RATHMINES WEST D,Class A,315113.2765372745,230506.80614887545
WMS1991,CLONTARF WEST D,Class A,318603.6068515112,236149.72061530035
WMS5033,BALLYGALL B,Class B,314390.1978916478,238468.81973881228
WMS2854,BALLYBOUGH A,Class B,316913.08937777637,235828.0100241602
WMS5026,GRACE PARK,Class B,318253.0651479212,237054.13308162632
WMS3784,RAHENY-GREENDALE,Class B,323336.21516261064,238967.64738424998
WMS3557,CLONTARF EAST C,Class B,320207.03007988085,236794.35727934694
WMS1440,CLONTARF EAST A,Bigbelly Bin,320246.5334022687,237275.0174399486
WMS1724,ROYAL EXCHANGE A,Bigbelly Bin,315745.50805677497,234154.64551366633
WMS0803,MANSION HOUSE B,Class A,316023.4080008052,233795.5918675287
WMS3465,ASHTOWN A,Class B,311211.46091193607,236980.4181270885
WMS4654,USHERS C,Cast Iron,313909.03534190205,233894.91271478517
WMS1237,SOUTH DOCK,Bigbelly Bin,317534.57526469906,234278.02312719106
WMS2222,WHITEHALL C,Class B,317051.3638132879,239709.4778915503
WMS1826,MOUNTJOY A,Bigbelly Bin,316471.1581019786,234834.479826538
